순위,마일리지,전공자여부,신청과목수,졸업신청,초수강여부,총이수학점비율,직전학기이수학점비율,학년,수강여부,비고
1,36,N (N),6,N,Y,0.9037,0.3611,4,O, 
1,36,N (N),6,N,Y,0.9037,0.3611,4,O, 
2,36,N (N),5,N,Y,0.3048,0.9736,2,O, 
3,36,N (N),4,Y,Y,0.9126,0.9444,4,O, 
4,36,N (N),2,Y,Y,0.9682,1.0000,4,O, 
5,35,N (N),5,N,Y,0.6825,1.0000,4,O, 
6,35,N (N),5,N,Y,0.5777,1.0000,3,O, 
7,35,N (N),2,Y,Y,0.9642,1.0000,4,O, 
8,34,N (N),6,N,Y,0.4107,0.9736,2,O, 
9,32,N (N),5,N,Y,0.7579,1.0000,4,O, 
10,31,N (N),3,Y,Y,0.9535,0.9473,4,O, 
11,30,N (N),6,Y,Y,0.9166,0.7857,4,O, 
12,28,N (N),6,N,Y,0.3444,0.9736,2,O, 
13,28,N (N),6,N,N,0.4722,1.0000,2,O, 
14,26,N (N),6,N,Y,0.1507,1.0000,2,O, 
15,24,N (N),6,N,Y,0.3964,1.0000,2,O, 
16,20,N (N),6,Y,Y,0.9682,1.0000,4,O, 
17,20,N (N),6,N,Y,0.2698,0.8888,2,O, 
18,19,N (N),6,N,Y,0.6714,0.9473,3,O, 
19,19,N (N),6,N,Y,0.3678,0.8684,2,O, 
20,17,N (N),6,N,Y,0.7851,0.9473,4,O, 
21,17,N (N),4,N,Y,0.7103,0.1944,4,O, 
22,16,N (N),6,Y,Y,0.8571,1.0000,4,O, 
23,16,N (N),6,N,Y,0.6666,0.8611,3,O, 
24,16,N (N),6,N,Y,0.4321,0.8157,2,O, 
25,16,N (N),4,Y,Y,0.9185,0.9473,4,O, 
26,10,N (N),6,Y,Y,1.0000,0.7777,4,O, 
27,10,N (N),6,Y,Y,0.9761,0.6666,4,O, 
28,10,N (N),6,N,Y,0.9523,1.0000,4,O, 
29,10,N (N),6,N,Y,0.4250,0.9736,2,O, 
30,10,N (N),6,N,Y,0.3814,0.9736,2,O, 
31,10,N (N),6,N,Y,0.2936,1.0000,2,O, 
32,10,N (N),6,N,N,0.5555,0.8611,3,O, 
33,10,N (N),6,N,N,0.5198,0.6944,3,O, 
34,10,N (N),5,Y,Y,0.9047,1.0000,4,O, 
35,10,N (N),5,N,Y,0.7500,1.0000,4,O, 
36,9,N (N),6,N,Y,0.7619,1.0000,3,O, 
37,9,N (N),5,Y,Y,0.8888,0.9736,4,O, 
38,7,N (N),6,Y,Y,0.8962,1.0000,4,O, 
39,7,N (N),6,Y,Y,0.8642,0.8421,4,O, 
40,7,N (N),6,N,Y,0.7777,1.0000,3,O, 
41,7,N (N),6,N,Y,0.7642,1.0000,4,O, 
42,7,N (N),6,N,Y,0.7285,0.9473,4,O, 
43,6,N (N),6,N,Y,0.4333,0.9736,2,O, 
44,6,N (N),6,N,Y,0.4185,0.8684,2,O, 
45,6,N (N),6,N,Y,0.3253,1.0000,2,O, 
46,6,N (N),6,N,Y,0.2740,1.0000,2,O, 
47,6,N (N),6,N,Y,0.2658,1.0000,2,O, 
48,6,N (N),6,N,N,0.3964,0.9736,2,O, 
49,5,N (N),6,Y,Y,0.9698,0.6315,5,O, 
50,5,N (N),6,N,Y,0.7698,1.0000,3,O, 
51,5,N (N),6,N,Y,0.6857,0.9473,3,O, 
52,5,N (N),6,N,Y,0.6190,1.0000,3,O, 
53,5,N (N),6,N,Y,0.6185,1.0000,3,O, 
54,5,N (N),6,N,Y,0.5753,1.0000,3,O, 
55,5,N (N),6,N,Y,0.4404,1.0000,2,O, 
56,5,N (N),6,N,Y,0.2264,0.8684,2,O, 
57,5,N (N),4,N,Y,0.8500,1.0000,4,O, 
58,5,N (N),3,Y,Y,0.8928,0.8421,4,O, 
59,4,N (N),6,Y,Y,0.9206,1.0000,4,O, 
60,4,N (N),6,N,Y,0.4246,0.8611,2,O, 
61,4,N (N),6,N,Y,0.4107,0.9473,2,O, 
62,4,N (N),6,N,Y,0.2777,1.0000,2,O, 
63,4,N (N),6,N,Y,0.2444,0.8421,2,O, 
64,3,N (N),6,Y,Y,0.9111,0.9473,4,O, 
65,3,N (N),6,Y,Y,0.8809,1.0000,4,O, 
66,3,N (N),6,Y,Y,0.7928,0.9473,4,O, 
67,3,N (N),6,N,Y,0.7000,1.0000,3,O, 
68,3,N (N),6,N,Y,0.6785,0.9473,3,O, 
69,3,N (N),6,N,Y,0.6500,0.9473,3,O, 
70,3,N (N),6,N,Y,0.5555,0.9736,3,O, 
71,3,N (N),6,N,Y,0.5392,0.9473,3,O, 
72,3,N (N),6,N,Y,0.5142,0.9736,3,O, 
73,3,N (N),6,N,Y,0.4642,1.0000,2,O, 
74,3,N (N),6,N,Y,0.4404,0.8611,2,O, 
75,3,N (N),6,N,Y,0.4178,0.9736,2,O, 
76,3,N (N),6,N,Y,0.3892,0.9736,2,O, 
77,3,N (N),6,N,Y,0.2857,1.0000,2,O, 
78,3,N (N),6,N,Y,0.2341,0.8888,2,O, 
79,3,N (N),6,N,N,0.4325,1.0000,2,O, 
80,2,N (N),6,Y,Y,1.0000,0.7894,4,O, 
81,2,N (N),6,Y,Y,0.8928,0.9473,4,O, 
82,2,N (N),6,Y,Y,0.8714,0.9473,4,O, 
83,2,N (N),6,N,Y,0.8740,1.0000,4,O, 
84,2,N (N),6,N,Y,0.7182,0.8333,3,O, 
85,2,N (N),6,N,Y,0.5642,0.5000,3,O, 
86,2,N (N),6,N,Y,0.5357,1.0000,3,O, 
87,2,N (N),6,N,Y,0.5119,1.0000,2,O, 
88,2,N (N),6,N,Y,0.4484,0.9166,2,O, 
89,2,N (N),6,N,Y,0.4392,0.9736,2,O, 
90,2,N (N),6,N,Y,0.4325,1.0000,2,O, 
91,2,N (N),6,N,Y,0.4185,0.9736,2,O, 
92,2,N (N),6,N,Y,0.2962,1.0000,2,O, 
93,2,N (N),6,N,Y,0.2148,0.9736,2,O, 
94,2,N (N),6,N,N,0.6944,0.5000,3,O, 
95,2,N (N),4,Y,Y,0.9464,0.9473,4,O, 
96,2,N (N),4,Y,Y,0.9185,0.9473,4,O, 
97,1,N (N),6,Y,Y,1.0000,0.6666,4,O, 
98,1,N (N),6,Y,Y,0.9111,1.0000,4,O, 
99,1,N (N),6,Y,Y,0.9037,1.0000,4,O, 
100,1,N (N),6,Y,Y,0.8928,0.6315,4,O, 
101,1,N (N),6,N,Y,0.8740,0.9473,4,O, 
102,1,N (N),6,N,Y,0.6825,0.7222,3,O, 
103,1,N (N),6,N,Y,0.6587,1.0000,3,O, 
104,1,N (N),6,N,Y,0.6468,1.0000,3,O, 
105,1,N (N),6,N,Y,0.4484,1.0000,2,O, 
106,1,N (N),6,N,Y,0.4333,0.8157,2,O, 
107,1,N (N),6,N,Y,0.4259,0.8157,2,O, 
108,1,N (N),6,N,Y,0.3055,1.0000,2,O, 
109,1,N (N),6,N,Y,0.2896,1.0000,2,O, 
110,1,N (N),6,N,Y,0.2738,1.0000,2,O, 
111,1,N (N),6,N,Y,0.2698,0.9444,2,O, 
112,1,N (N),6,N,Y,0.1865,0.8611,2,O, 
